FID,name_landmark,ชื่อสถานที่สำคัญ,ที่อยู่
216,TAMBON THUNG THONG PROVINCIAL POLICE STATION,สถานีตำรวจภูธรตำบลทุ่งทอง,ทางหลวงแผ่นดินหมายเลข 4029
217,KATHU WITTHAYA SCHOOL,โรงเรียนกะทู้วิทยา,ทางหลวงแผ่นดินหมายเลข 4020
218,MU BAN PHUKET GARDEN VILLAGE,หมู่บ้านภูเก็ตการ์เด้นวิลเลจ,ถนนรพช. ภก. 3138 (สถาบันราชภัฎ-บ้านสามกอง)
219,Q.S.I. INTERNATION SCHOOL OF PHUKET,โรงเรียนนานาชาติคิว.เอส.ไอ. ภูเก็ต,ถนนโยธาธิการ ภก. 2003 (บ้านกะทู้-บ้านสามกอง)
220,THAIRATH WITTHAYA 29 KATHU SCHOOL,โรงเรียนไทยรัฐวิทยา 29 กะทู้,ทางหลวงแผ่นดินหมายเลข 4020
221,RATSADA HOTEL,โรงแรมรัษฎา,ทางหลวงแผ่นดินหมายเลข 402
222,GO-KART SPEED WAY,ป่าตองโกคาร์ดสปีดเวย์,ทางหลวงแผ่นดินหมายเลข 4029
223,BAN SAM KONG THETSABAN SCHOOL (WISET NUKUN KIT UTHIT),โรงเรียนเทศบาลบ้านสามกอง (วิเศษนุกูลกิจอุทิศ),ถนนสายบ้านกะทู้-บ้านสามกอง
224,PHUKET ADVENTIST HOSPITAL,โรงพยาบาลมิชชั่นภูเก็ต,ทางหลวงแผ่นดินหมายเลข 402
225,MU BAN RATCHADA,หมู่บ้านบ้านรัชฎา,ถนนรพช. ภก. 3125 (บ้านกู้กู)
226,WAT PA ARAM RATTANARAM,วัดป่าอร่ามรัตนาราม,ทางหลวงแผ่นดินหมายเลข 402
227,BOAT INN,โบ๊ทอินน์,ทางหลวงแผ่นดินหมายเลข 4029
228,DOG&DUCK INN,โรงแรมด๊อกแอนด์ดั๊กอินน์,ทางหลวงแผ่นดินหมายเลข 4029
229,SHELL SERVICE STATION,สถานีบริการน้ำมันเชลล์,ถนนเยาวราช
230,NURUL ISLAMIYAH MOSQUE,มัสยิดนูรุลอิสลามียะฮ์,ทางหลวงแผ่นดินหมายเลข 4029
231,SBAC SOUTHERN ADMINISTRATION COLLEGE,โรงเรียนบริหารธุรกิจภาคใต้เอส.แบค.,ถนนเยาวราช
232,OFFICE OF PRIMARY EDUCATION KATU DISTRICT,สำนักงานการประถมศึกษาอำเภอกะทู้,ทางหลวงแผ่นดินหมายเลข 4020
233,BANGKOK PHUKET HOSPITAL,โรงพยาบาลกรุงเทพภูเก็ต,ถนนเยาวราช
234,ESSO SERVICE STATION,สถานีบริการน้ำมันเอสโซ่,ทางหลวงแผ่นดินหมายเลข 4029
235,WATSUWANKEEREEWONG SCHOOL,โรงเรียนวัดสุวรรณคีรีวงค์,ทางหลวงแผ่นดินหมายเลข 4029
236,EDEN HOTEL,โรงแรมอีเด็น,ถนนเฉลิมพระเกียรติ
237,PATONG PENTHOUSE HOTEL,โรงแรมป่าตองเพนท์เฮาส์,ถนนราษฎร์อุทิศ 200 ปี
238,SHAMROCK PARK INN,โรงแรมแชมร็อคพาร์คอินน์,ถนนราษฎร์อุทิศ 200 ปี
239,ESSO SERVICE STATION,สถานีบริการน้ำมันเอสโซ่,ทางหลวงแผ่นดินหมายเลข 402
240,WAT SUWAN KHIRI WONG,วัดสุวรรณศีรีวงก์,ทางหลวงแผ่นดินหมายเลข 4029
241,DIVISION OF SANITATION AND ENVIRONMENT,กองอนามัยและสิ่งแวดล้อม,ทางหลวงแผ่นดินหมายเลข 4029
242,MU BAN ANUPHAT MANOROM,หมู่บ้านอนุภาษมโนรม,ถนนมโนรม 2
243,MOBIL SERVICE STATION,สถานีบริการน้ำมันโมบิล,ทางหลวงแผ่นดินหมายเลข 402
244,SHELL SERVICE STATION,สถานีบริการน้ำมันเชลล์,ทางหลวงแผ่นดินหมายเลข 402
245,PATONG PALAGE HOTEL,โรงแรมป่าตองพาเลซ,ถนนราษฎร์อุทิศ 200 ปี
246,PATONG POST OFFICE,ที่ทำการไปรษณีย์ป่าตอง,ถนนราษฎร์อุทิศ 200 ปี
247,BEAU RIVAGE HOTEL,โรงแรมโบริวาจ,ถนนราษฎร์อุทิศ 200 ปี
248,BOOMERANG INN,โรงแรมบูมเมอร์แรงอินน์,ถนนหาดป่าตอง
249,S.V. PHUKET HOTEL,โรงแรมเอส.วี. ภูเก็ต,ถนนหาดป่าตอง
250,RABIENG RESTAURANT,โรงแรมระเบียง,ถนนราษฎร์อุทิศ 200 ปี
251,SKY INN,โรงแรมสกายอินน์,ถนนราษฎร์อุทิศ 200 ปี
252,WAT ANUPHAT KRITSADARAM,วัดอนุภาษกฤษฏาราม,ทางหลวงแผ่นดินหมายเลข 4020
253,NILLY'S MARINA INN,โรงแรมนิลลีมารีน่าอินน์,ถนนทวีวงค์
254,PHUKET SATURDAY CHURCH,คริสตจักรวันเสาร์ภูเก็ต,ทางหลวงแผ่นดินหมายเลข 402
255,CLUB ANDAMAN BEACH RESORT,โรงแรมคลับอันดามันบีชรีสอร์ท,ถนนทวีวงค์
256,MU BAN PRASOET SAP,หมู่บ้านประเสริฐทรัพย์,ถนนราชปาทานุสรณ์
257,PATONG CITY HOTEL,โรงแรมป่าตองซิตี้,ถนนราชปาทานุสรณ์
258,PATONG BAY SHORE HOTEL,โรงแรมป่าตองเบย์ชอร์,ถนนราษฎร์อุทิศ 200 ปี
259,MU BAN PHUKET CITY HOME,หมู่บ้านภูเก็ตซิตี้โฮม,ถนนรพช. ภก. 3125 (บ้านกู้กู)
260,PATONG BEACH,หาดป่าตอง,ถนนทวีวงค์
261,WAT KHOSIT WIHAN,วัดโฆษิตวิหาร,ทางหลวงแผ่นดินหมายเลข 402
262,BAN WANG THONG SCHOOL,โรงเรียนบ้านวังทอง,ทางหลวงแผ่นดินหมายเลข 4020
263,PATONG PEARL RESORTEL,โรงแรมป่าตองเพิร์ลรีซอเทล,ถนนสวัสดิรักษ์
264,PHUKET TECHNOLOGY,โรงเรียนภูเก็ตเทคโนโลยี,ทางหลวงแผ่นดินหมายเลข 402
265,ESSO SERVICE STATION,สถานีบริการน้ำมันเอสโซ่,ทางหลวงแผ่นดินหมายเลข 402
266,PHUKET INTERNATIONAL HOSPITAL,โรงพยาบาลสิริโรจน์,ทางหลวงแผ่นดินหมายเลข 402
267,PSU LODGE,โรงแรมพีเอสยูลอดจ์,ทางหลวงแผ่นดินหมายเลข 4020
268,AMPHOE KATHU PROVINCIAL POLICE STATION,สถานีตำรวจภูธรอำเภอกะทู้,ถนนไสน้ำเย็น
269,WITTHAYA SATHIT SCHOOL,โรงเรียนวิทยาสาธิต,ถนนโกมารภัจจ์
270,PHUKET CABANA HOTEL,โรงแรมภูเก็ตคาบาน่า,ถนนทวีวงค์
271,BAN SAINAMYEN SCHOOL,โรงเรียนบ้านไสน้ำเย็น,ถนนราษฎร์อุทิศ 200 ปี
272,THARA PATONG BEACH RESORT,โรงแรมธาราป่าตอง,ถนนทวีวงค์
273,SUK CHAI HOTEL,โรงแรมสุขใจ,ถนนโกมารภัจจ์
274,KHAO RANG,เขารัง,ทางหลวงแผ่นดินหมายเลข 402
275,MANOHRA HOTEL,โรงแรมมโนรา,ถนนโกมารภัจจ์
276,VACHIRA PHUKET HOSPITAL,โรงพยาบาลวชิระภูเก็ต,ถนนเยาวราช
277,AZZURRO VILLAGE,โรงแรมอัซซูโรวิลเลจ,ถนนราษฎร์อุทิศ 200 ปี
278,MU BAN NIPA VILLA,หมู่บ้านนิภาวิลล่า,ถนนไสน้ำเย็น
279,PATONG HOSPITAL,โรงพยาบาลป่าตอง,ถนนไสน้ำเย็น
280,K.S.R. BUNGALOW,โรงแรมเคเอสอาร์บังกะโล,ถนนทวีวงค์
281,VISES HOTEL,โรงแรมวิเศษโฮเต็ล,ถนนไสน้ำเย็น
282,PATONG BEACH BUNGALOWS,โรงแรมป่าตองบีชบังกะโล,ถนนทวีวงค์
283,PHUKET TECHNICAL COLLEGE,วิทยาลัยเทคนิคภูเก็ต,ถนนโกมารภัจจ์
284,THE BEACH RESORT HOTEL,โรงแรมเดอะบีชรีสอร์ท,ถนนทวีวงค์
285,THE ROYAL PARADISE HOTEL,โรงแรมเดอะรอยัลพาราไดส์,ถนนราษฎร์อุทิศ 200 ปี
286,ESSO SERVICE STATION,สถานีบริการน้ำมันเอสโซ่,ถนนเทพกระษัตรี
287,JINTANA PATONG HOTEL,โรงแรมจินตนาป่าตอง,ถนนราษฎร์อุทิศ 200 ปี
288,PATONG VILLA HOTEL,โรงแรมป่าตองวิลล่าโฮเต็ล,ถนนทวีวงค์
289,PHUKET INTERNATIONAL HOSPITAL 2,โรงพยาบาลสิริโรจน์ 2,ทางหลวงแผ่นดินหมายเลข 402
290,NEPTUNA HOTEL,โรงแรมเนปทูน่า,ถนนราษฎร์อุทิศ 200 ปี
291,PRINCE OF SONCKLA UNIVERSITY,มหาวิทยาลัยสงขลานครินทร์,ทางหลวงแผ่นดินหมายเลข 4020
292,MU BAN UWANNA KAN,หมู่บ้านอุวรรณาการ,ถนนรพช. ภก. 2098 (สถาบันราชภัฎ-บ้านกู้กู)
293,MU BAN CHOM THONG THANI,หมู่บ้านจอมทองธานี, 
294,OFFICE OF EDUCATION DISTRICT 4 CULTURAL AND RELIGIOUS EDUCATION DEVELOPMENT 4,สำนักงานพัฒนาการศึกษาศาสนาและวัฒนธรรมเขตการศึกษาที่ 4,ถนนรพช. ภก. 4110 (บ้านบางงั่ว-วิทยาลัยเทคนิค 2)
